,0,v1
1675,hello boytoy geeee miss alreadi woke wish bed cuddl love,ham
1676,u hav frnd name ashwini ur colleg,ham
1677,da happi sit togeth na,ham
1678,fyi usf swing room whenev,ham
1679,hen night go swing,ham
1680,oh ok wat ur email,ham
1681,hi sorri miss call pl call back,ham
1682,stand,ham
1683,sweet may may go 4u meet carlo gaug patti interest,ham
1685,thank gener date brotha,ham
1686,ur cash balanc current 500 pound maxim ur cash send go 86688 150p meg cc 08718720201 hg suite342 2land row w1j6hl,spam
1687,aight tomorrow around lt gt,spam
1688,hi ya babe x u 4goten bout scammer get smart though regular vodafon respond get prem rate msg subscript no use also bewar,ham
1689,meant apolog text get drug lt gt night,ham
1690,appar bff carli quick,spam
1691,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozad co uk wrc itcould u,ham
1692,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs,ham
1693,good morn boytoy yummi lip sexi bun think crave need,ham
1695,r mani model soni ericson also der lt gt luk good bt forgot modl,ham
1696,k sure get noon see,ham
1697,tap spile seven pub ga st broad st canal ok,ham
1698,uncl atlanta wish guy great semest,spam
1700,talk atleast day otherwis miss best friend world shakespear shesil lt gt,ham
1701,draw va dont think,ham
1704,po de need job aha,ham
1705,pleas call 08712402779 immedi urgent messag wait,ham
1706,ur cash balanc current 500 pound maxim ur cash send cash 86688 150p msg cc 08718720201 po box 114 14 tcr w1,ham
1707,luv u soo much u donåõt understand special u r 2 ring u 2morrow luv u xxx,ham
1708,want grasp pretti booti,ham
1709,ok anyway need chang said,ham
1710,u call alter 11 ok,ham
1711,hi keen go kind feel go tomo mind,ham
1712,ambrith madurai met u arun dha marrg remembr,ham
1713,hey charl sorri late repli,spam
1714,thank u,ham
1715,sure see come bit,ham
1716,that cool cum,ham
1719,cough noth,ham
1721,hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsm com text stop stopcost 150p 08712400603,ham
1722,famili happi,ham
1723,shop till u drop either 10k 5k å 500 cash å 100 travel voucher call 09064011000 ntt po box cr01327bt fixedlin cost 150ppm mobil vari,ham
1724,pain person thought alway tri keep everybodi happi time nobodi recognis alon,ham
1725,mm ye dear look hug p,ham
1726,sorri took long omw,ham
1727,thought could go dinner treat seem ok,ham
1730,bruce b down amp fletcher,ham
1731,urgent tri contact u today draw show å 2000 prize guarante call 09058094507 land line claim 3030 valid 12hr,ham
1733,yup havent want go yoga call book,spam
1734,aiyah wait lor u entertain hee,ham
1735,ok,ham
1736,lol real told dad cancer,ham
1737,well imma definit need restock thanksgiv let know,ham
1739,thought get watch co that kind thing u get4an18th love much,ham
1740,ì_ login dat time dad fetch ì_ home,spam
1741,hospit da return home even,ham
1742,ok come home,ham
1744,ok ok ok what ur today plan,spam
1745,done,ham
1746,neither sterm voic studi fine sure thing resolv tho anyway fab hol,ham
1748,1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur hand interest,ham
1749,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream,ham
1750,way school pl send ashley number,ham
1751,know need get hotel got invit apologis cali sweet come english bloke weddin,ham
1753,think still car,ham
1754,usual iam fine happi amp well,ham
1756,yo watch movi netflix,ham
1757,kalli readi bat 2nd inning,ham
1758,lt gt guess easi enough,ham
1759,think ask gym excus lazi peopl jog,ham
1761,yup thk e shop close lor,ham
1762,tell someth that okay,ham
1763,cutest girl world,ham
1764,either way work lt gt year old hope doesnt bother,spam
1765,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish,ham
1766,guarante å 1000 cash å 2000 prize claim yr prize call custom servic repres 08714712412 10am 7pm cost 10p,spam
1767,hey chief give bell get need talk royal visit 1st june,ham
1768,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow,ham
1769,u send home first ok lor readi yet,ham
1771,come u got noth,ham
1772,get brand new mobil phone agent mob plu load goodi info text mat 87021,ham
1774,yep derek hous see sunday lt 3,ham
1775,beauti life next second hide thousand secret wish everi second wonder ur life gud n8,ham
1776,u come 2 pick,spam
1777,urgent call 09066350750 landlin complimentari 4 ibiza holiday 10 000 cash await collect sae cs po box 434 sk3 8wp 150 ppm 18,spam
1778,alright make sure car back tonight,ham
1780,live simpl love also simpl laugh simpl win tooo simpl simpl difficult,spam
1781,ye thought thank,ham
1782,tell quit long co finish film yet,ham
1783,dont make ne plan nxt wknd coz want us come ok,ham
1784,darl sister school resum minimum wait period reappli take care,ham
1785,wet right,ham
1787,know wait check,ham
1788,wot u 2 j,ham
1790,sound good keep post,ham
1791,ok gonna head usf like fifteen minut,ham
1792,thinkin someon good drug,spam
1793,realli need shit tomorrow know awak like 6,ham
1794,wan earli lei outsid wun b home earli neva mind,ham
1795,compani good environ terrif food realli nice,ham
1796,sure still avail though,ham
1797,jay say put lt gt,ham
1798,free top rington sub weekli rington get 1st week free send subpoli 81618 3 per week stop sm 08718727870,ham
1799,yep get program slack,ham
1800,2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min bt nation rate,ham
1801,bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 10p min 2 stop text call 08712460324,ham
1802,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,ham
1803,money wine number 946 wot next,ham
1804,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,ham
1805,privat 2003 account statement 07808 xxxxxx show 800 un redeem point call 08719899217 identifi code 41685 expir 07 11 04,ham
1806,oh usual vijay film differ,spam
1807,lot happen feel quiet beth aunt charli work lot helen mo,ham
1808,buy today ìï need c meh,ham
1809,famou quot develop abil listen anyth uncondit without lose temper self confid mean marri,ham
1810,ne thing interest good birthday u wrking nxt start uni today,ham
1811,good morn princess,ham
1812,gd got free ice cream oso wan,ham
1814,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish,ham
1815,guy leav,ham
1816,ye gauti sehwag odi seri,ham
1818,excel readi moan scream ecstasi,ham
1819,go 2 orchard lareadi reach soon u reach,ham
1820,get step 2 outta way congrat,ham
1821,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,ham
1823,want go perumbavoor,ham
1824,convey regard,ham
1825,actual wait 2 week start put ad,ham
1826,pl come quick cant bare,ham
1827,yeah usual guy town definit peopl around know,ham
1828,orh tot u say still dun believ,ham
1829,way go back,spam
1830,ok ok ok what ur today plan,ham
1832,tell happen dont behav like ok need say,ham
1833,pleas call custom servic repres freephon 0808 145 4742 9am 11pm guarante å 1000 cash å 5000 prize,ham
1834,gonna ring weekend wot,ham
1836,thank rington order ref number r836 mobil charg å 4 50 tone arriv pleas call custom servic 09065069154,ham
1838,aight pick open tonight,spam
1840,hmmm mayb tri e shoppin area one forgot e name hotel,ham
1841,end might still vomit okay everyth come,ham
1842,ye come nyc audiit tri reloc,ham
1843,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign e g horo ari,ham
1845,goodmorn today late 1hr,ham
1846,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod å 250 cash everi wk txt vpod 81303 ts cs www textpod net custcar 08712405020,ham
1847,dear got train seat mine lower seat,spam
1848,ill b soon,ham
1849,actual get readi leav hous,ham
1850,pop lt gt ibuprofen help,ham
1851,meet corpor st outsid gap û_ see mind work,ham
1852,aiyar sorri lor forgot 2 tell u,spam
1853,watch ajith film ah,ham
1854,joy father john john ____ joy father u an th hav lt gt iq ti ia question tri answer,ham
1855,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear,ham
1856,sorri da thangam sorri held prasad,ham
1857,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,ham
1858,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt,ham
1860,check head drop stuff,ham
1861,wait msg lt gt min,ham
1863,might want pull case plan spend much confid derek taylor money manag,ham
1864,hav almost reach call unabl connect u,ham
1865,thank rington order refer number x29 mobil charg 4 50 tone arriv pleas call custom servic 09065989180,ham
1866,tell u 2 call 09066358152 claim å 5000 prize u 2 enter ur mobil person detail prompt care,ham
1867,text82228 get rington logo game www txt82228 com question info txt82228 co uk,ham
1868,hour went hair cut,ham
1869,blanket suffici thx,ham
1871,break time one come n get stuff fr ì_,ham
1872,k k pa lunch aha,ham
1875,probabl come everybodi done around lt gt right,spam
1876,ok theori test ì_ go book think 21 may coz thought wanna go jiayin isnt free,ham
1878,roger û probabl go rem 20,ham
1880,oh fuck sake like tallahasse,ham
1882,hello go villag pub 8 either come accordingli ok,ham
1883,lol made plan new year,ham
1884,hope û piss rememb gone sister someth,ham
1885,hi darlin im helen fone im gonna b princ 2 nite pleas come tb love kate,ham
1886,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,spam
1887,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,spam
1889,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,ham
1891,sent like,ham
1893,way stay oh,ham
1895,cant talk call dont keep call,ham
1896,ì_ pay first lar da stock comin,ham
1897,eldest know,ham
1898,bugi juz wat walk home oredi ìï late repli oso saw top dat like din buy r ì_,ham
1899,ok call mom instead fun,ham
1900,reason team budget avail last buy unsold player base rate,ham
1901,famili respond anyth room went home diwali one call come make feel like die,ham
1902,back bit long co accid a30 divert via wadebridg brilliant weekend thank speak soon lot love,ham
1903,poor girl go one day lmao,spam
1904,lol well without could big sale togeth,ham
1905,app class varaya elaya,ham
1906,u go phone gonna die stay,ham
1907,meet u work tel shall work tomorrow,ham
1908,ye start send request make pain came back back bed doubl coin factori gotta cash nitro,ham
1909,look back build coat want get sick hurri home wear coat gym,ham
1910,ugh leg hurt musta overdid mon,ham
1911,ok ask money far,ham
1913,upgrdcentr orang custom may claim free camera phone upgrad loyalti call 0207 153 9153 offer end 26th juli c appli opt avail,ham
1914,k k good studi well,spam
1915,superior tell friday leav depart except leav way call wahe fathima hr conform,ham
1916,phone weirdest auto correct,ham
1917,must sit around wait summer day celebr magic sight world dress white oooooh let snow,ham
1918,yup elabor safeti aspect issu,ham
1919,alright good night,ham
1920,text meet someon sexi today u find date even flirt u join 4 10p repli name age eg sam 25 18 msg recd thirtyeight penc,ham
1921,true easier,ham
1922,import custom servic announc call freephon 0800 542 0825,ham
1923,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozad co uk wrc itcould u,ham
1925,realli sorri lit hair fire,ham
1926,reach home safe n sound liao,ham
1927,sorri go home first daddi come fetch ì_ later,ham
1928,one,spam
1929,hi wkend ok journey terribl wk good huge back log mark,spam
1930,well big surpris,ham
1931,haha dont angri take practic real thing,ham
1932,happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,ham
1933,mmmm cant wait lick,ham
1935,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,ham
1936,mean get door,ham
1938,lol would despit cramp like girl,ham
1939,pl pl drink plenti plenti water,spam
1940,hand phone chat wit u,ham
1943,friend help us problem give stupid suggest land us anoth problem help us forgt previou problem,ham
1944,finish work yet,ham
1946,urgent mobil number award å 2000 bonu caller prize call 09058095201 land line valid 12hr,ham
1947,go fool dont cheat other ok,ham
1948,tri find chines food place around,ham
1949,aight lemm know,ham
1950,wont wat wit guy,ham
1951,like made throw smoke friend car one time awesom,ham
1952,cant get da laptop matric card wif ì_ lei,ham
1953,dear reach railway happen,ham
1954,nan sonathaya soladha boss,ham
1955,hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat,ham
1956,pleas call custom servic repres freephon 0808 145 4742 9am 11pm guarante å 1000 cash å 5000 prize,ham
1958,beerag,ham
1959,shall come get pickl,ham
1960,gonna go get taco,spam
1963,take away money worri,ham
1964,yo yo yo byatch whassup,ham
1965,usual bodi take care buy make sure doesnt progress pl continu talk saturday,ham
1967,opinion 1 2 jada 3 kusruthi 4 lovabl 5 silent 6 spl charact 7 matur 8 stylish 9 simpl pl repli,ham
1968,ìï send content page,ham
1969,still check da,spam
1970,oop sorri check mind pick tomo half eight station would ok,ham
